CEFR_Level,Text
B1,"Tsunami Warnings If tsunami alert occurs -Get out of your hetel. -Find exit to stairway. -Dont go to elevator. -Look at the evacuation map. If tsunami occurs or is approaching, there will be a tsunami watch, -Evacuate ourselves in two hours. -Keep the radio turn on. After tsunami -Dont go to beach. -Dont drink water. -Dont get into basement. -Go to higher ground."
A2,"February 26, 2014. To whom it may concern: I am"
A2,League of Legends is a kind of computer game.
A1,"Hi! My name's Gabriela. I come from Brazil and I can speak Portugese and little the English. I like swimming, dancing, riding a bike. I don't like doing sports. I don't play instruments but I like to listen."
B2,What kinds of discrimination
A1,"Name: Rodrigo Zanella Age: 18 Hair Color: Black Eyes Color: Brown Describe yourself: I am short and slim. I have short black hair, and brown eyes. I have big feet, and small mouth. I am verry happy."
A1,I'm from Brazil. I like running on the park. I don't like to watch the movies. I can speak two languages: Portugues and German. I'm also learning speak English. My favorite hobby is cooking.
A1,Hi!
B1,"First,I will work hard,hope my boss raising my salary. Second,I will study English or other interesting knowledge after I get off and hope that will improve my skills. Third,after improving my English, I will apply another job.I want to work in a foreign enterprise because there are a lot of vacations and they can offer high salary. The fourth stage of my plan is that I will buy a house for my mother if I make much money. Finally,if I have time,I will travel to the place with my mother which I have never been to."
A1,Hi!
A2,"Dear Mum, I am in California. It's such a beautiful city. Today is going to rain all afternoon, it's going to be very wet. But I don't want to stay on the hotel. I am going to the museum and eat at one of the great restaurants. Tomorrow, the weather is going to be very hot and sunny. The temperature is 183 Fahrenheit. I am going to the beautiful beach. In the evening, I am going to the bar. It's very exciting and great fun. Hope you are well. Love Catherine"
A2,I work as
A1,Dear teacher
A1,Hi!
A1,My favorite hotel is
A1,The quot;Poos Grillquot; is a
A2,Hi Thierry I'm happy to write you this mail. My
A2,"Title: O Shnag' de Bakers Street Author : J' Soares Type of story: Criminal Investigation with Comedy. Main characters: Sherlock Holmes Plot : A serial killer is killing womans in Rio de Janeiro In Brazil, 3 womans was dead in sequence mysteriously, and no one knows who is the killer. Sherelock Holmes and Watson came from England to help discover who is the serial killer. So it is very fun."
A2,"My name's Alerrandro I have 38 years old. I was born in Brazil in 1974. When I was young I played soccer and swamm. I lived in Boston, USA in 2000 but I stayed there only 5 months. I knew New York too. I come back to Brazil and graduated in 2001. In 2002 I begined to work in company that I work today (I work there since 2002)."
A2,When I was a little girl I had a very dangerous accident. On that day my grandpa took me to visit my uncle. My grandpa left me on the road while he could go to the toilet. Then a big dog kept
A2,"I am working in a joint venture company,I am QA manager.I like it because it is a new job for me.It helps me to learn much knowledge from different fields.During the work time,I often have meetings,always wrtie emails and talk on the phone.So I am very busy every day,with less time to have a break.Still I am happy every day."
A1,My name is Fawaz
A1,
C1,
A2,"Dear Aunt Jane,"
A2,I live in
B2,Is gender equality still interesting topic in the USA. You bet.
A1,
A2,"Hi, granny, How are you"
A1,"What's your name?My name's Rodrigo. Nice too mi to you.My phone's 333.4444. I'm fane, thanks."
A1,"The City of Belm do Par, in Brazil, is on the"
A1,
A2,"Yesterday, on"
A2,"Dear, housekeeper below it's the our routines: Sean, Plays basketball every day. He loves play basketball. Plays computer games at 6 o'clock in the evening. watches movies on Saturday at 5pm. Granny, Does laundry on Tuesday afternoon. Does gardening in the morning Sets the table at 6pm. She is very busy. And me, I feed the dog at 8am every day. I walk the dog in the afternoon. i feed the dog again at 5pm every day. I'm very busy also."
A1,"Hi! My name's Mateus I'm Thirty years old I'm from Brasilia, in Brazil Nice to meet you too Bye"
A2,"Hi my family,"
A2,Hi
A1,"Good evening. How are you? I'm fine, thanks. We're busy? Good night."
A1,"I come from China and I can speak Chinese and English.I like playing football, singing.I don't like doing swimming. I can play the piano and like listening to music."
A1,La
A2,I'm
A2,"Hi dad,"
A1,I never go to the small shops. The clothes are very expensive there and I am a retired teacher! I prefer
A1,
A1,
A1,My job is at a school now. I'm an office clerk. I'm responsible for
A1,"Beautiful Chendu,"
A1,Hi!
B1,"My girlfriend and I, we celebrated her birthday on Monday. We went to a Mexican restaurant called quot;"
A1,Patzcuaro is my grandparents' hometown. It's in the south west of Mexico. It's about 50 kilometers of Morelia capital
A1,Hi!
A2,"There are four people in my family.My father is wearing a white T-shirt and black pants.He has short hair.He is a cooker.My mother is wearing a beautiful dress and a necklace. She has short black hair and big bright eyes.She is a teacher. My handsome brother is a engineer.He is wearing a green shirt and white pants.He has short blown hair and a tall nose.At last,is me.Some people always say,my brother and I look like.I'm wearing a pink T-shirt and a beautiful sunglasses. I have long brown hair and small mouth.I'm a secretary.We are a very happy family!"
A2,I ate in your restaurant last
A1,"Good evening. How are you? I'm fine, thanks. We're busy. Good night."
A2,"Mom and pops! I'm going to go to a music festival, in Rio de Janeiro. It's going to be amazing! We are going to camp, so I'm taking a tent, sleeping bag and a flashlight. At this festival I'm going to listen to rock and pop music. It's going to be hot, so I'm taking T-shirt and shorts... The trip is going to be amazing and festival too. Kisses Las"
A1,"Good evening! Good thanks,"
A1,My neighborhood is very busy. There is a bakery across the street next to
A2,"Dear Dillon,"
A2,I have concert wedding at 3-10-2013 in Abudhabi
B2,Hi Anna.
A1,"Hi, my name's Bruna. My favorite day is Saturday. I get up at 10 ' o clock in the morning and go surf the internet. I go to lunch at 11 ' o clock in the morning. I watch tv and listen music in the afternoon. I meet with my friends in the evening and go dance. I love weekends!"
B1,
A1,"Hello! I'm fine, thank you! And you? My name's Ji ai ping. I'm 41 years old. What's your name? How old are you? Good bye! Ji ai ping"
A1,I'm a student now
A2,
A1,"My name is Rachel and Im not in shape. Now I want to be in shape, so I go hiking five times a week and exercise almost twice a week. I also eat well. I always eat fresh food and avoid fries."
A1,Good
A1,My favorite  music jerk. Is a party very fun and
A1,"Most people in my country love watching soccer, baseball and wwe. Not many people like watching ice hockey. In the winter, many people go ice skating and play table tennis. In the summer, people like playing soccer, volleyball and golf."
A1,Patrocinio City is small
A1,Bob's weekend:
A1,"In my country, the price of something is going up. Housing is very expensive and"
A1,"My English name's Brenda,"
B1,Last night I went to an
A2,I always feed the dog every day at 8 in the morning and then again at 5 in the afternoon. I also always walk the dog in the afternoons. I never feed the dog in the evening. I never walk the dog in the morning. I never forget to feed my dog.
C1,"Dear friends,"
A1,Walter loves rice. Walter likes eggs and vegetables. Walter doesn''t like chicken. Walter hate fish. Paulo loves vegetables. Paulo likes chicken and rice. Paulo doesn't like ice cream. Paulo hate chocolate.
A2,
A1,"In my neighborhood, everything is close. We have"
A2,"Date and time: Saturday, 14h january,18p.m. Place: 361 Hector Berlioz Foods: salads and hamburgers Drinks: beer and vine Guests: 15 Music: danse music"
A2,"I first met my colleague, Oleg, when he was"
A1,Hi How are you? my nam's anna.I'm 23 years old. what's your name ?How old are you? Bye! Anne.
A2,"There was a murder in resort-city last Friday. Two men stole drinks, cigarettes"
A1,"In my town there is a very good restaurant,"
A2,"Hi, I'm Germana. I'm having a party at my house on Thursday, 6th May at 1pm."
A1,"Hi,can you buy me a bottle of red wine,some cheese,two loaves of bread,two cake and some tomatoes,fish,I can cook diniceons fish.thanks."
B2,"Hello Graham, Its kind of you to send me this invitation, I really appreciate it a lot. Its a pity, I wont be able to accept it, the reason is an event in my family. Tomorrow is my mother-in-laws birthday, so Diane and I have been preparing to this for the whole week. I mean, I would be glad to see Lucy and you tomorrow evening, but I have to pass this time:) Instead Ive got an offer you might be thinking of. What about a dinner in my house next week? Diane is a great chef, you will see! Youre free to choose the date. Any way, Im thankful for your letter and nice to hear from you. Best regards, Chris"
